frame,id,x1,y1,x2,y2,xc,yc,class,wave,video
73,1,173,315,619,848,396,581,palm,1,wave_train.mp4
74,1,174,316,634,857,404,586,palm,1,wave_train.mp4
75,1,223,338,672,872,447,605,palm,1,wave_train.mp4
76,1,283,349,711,871,497,610,palm,1,wave_train.mp4
77,1,313,357,723,868,518,612,palm,1,wave_train.mp4
78,1,304,357,705,863,504,610,palm,1,wave_train.mp4
79,1,266,342,669,849,467,595,palm,1,wave_train.mp4
80,1,201,332,618,845,409,588,palm,1,wave_train.mp4
81,1,147,322,591,850,369,586,palm,1,wave_train.mp4
82,1,145,322,608,855,376,588,palm,1,wave_train.mp4
83,1,199,328,649,854,424,591,palm,1,wave_train.mp4
84,1,257,346,689,858,473,602,palm,1,wave_train.mp4
85,1,295,354,711,860,503,607,palm,1,wave_train.mp4
86,1,294,354,699,853,496,603,palm,1,wave_train.mp4
87,1,264,346,668,848,466,597,palm,1,wave_train.mp4
88,1,202,337,625,847,413,592,palm,1,wave_train.mp4
89,1,160,327,595,846,377,586,palm,1,wave_train.mp4
90,1,161,331,610,855,385,593,palm,1,wave_train.mp4
91,1,197,336,645,859,421,597,palm,1,wave_train.mp4
92,1,242,346,682,866,462,606,palm,1,wave_train.mp4
93,1,287,362,709,872,498,617,palm,1,wave_train.mp4
94,1,296,360,702,861,499,610,palm,1,wave_train.mp4
95,1,259,349,668,851,463,600,palm,1,wave_train.mp4
96,1,195,344,622,856,408,600,palm,1,wave_train.mp4
97,1,137,327,588,857,362,592,palm,1,wave_train.mp4
98,1,140,322,600,859,370,590,palm,1,wave_train.mp4
99,1,194,341,642,869,418,605,palm,1,wave_train.mp4
100,1,224,349,674,877,449,613,palm,1,wave_train.mp4
101,1,279,360,706,876,492,618,palm,1,wave_train.mp4
102,1,286,358,696,863,491,610,palm,1,wave_train.mp4
103,1,257,347,668,854,462,600,palm,1,wave_train.mp4
104,1,203,336,627,849,415,592,palm,1,wave_train.mp4
105,1,143,328,581,851,362,589,palm,1,wave_train.mp4
106,1,137,324,587,856,362,590,palm,1,wave_train.mp4
107,1,172,329,628,862,400,595,palm,1,wave_train.mp4
108,1,229,346,674,872,451,609,palm,1,wave_train.mp4
109,1,284,357,707,870,495,613,palm,1,wave_train.mp4
110,1,296,356,701,855,498,605,palm,1,wave_train.mp4
111,1,266,351,667,849,466,600,palm,1,wave_train.mp4
112,1,219,333,626,839,422,586,palm,1,wave_train.mp4
113,1,160,322,594,847,377,584,palm,1,wave_train.mp4
114,1,178,327,612,852,395,589,palm,1,wave_train.mp4
115,1,212,336,649,863,430,599,palm,1,wave_train.mp4
116,1,273,347,692,862,482,604,palm,1,wave_train.mp4
117,1,314,363,715,866,514,614,palm,1,wave_train.mp4
118,1,316,364,709,861,512,612,palm,1,wave_train.mp4
119,1,277,355,675,854,476,604,palm,1,wave_train.mp4
120,1,220,334,630,845,425,589,palm,1,wave_train.mp4
121,1,155,322,591,851,373,586,palm,1,wave_train.mp4
122,1,143,317,591,856,367,586,palm,1,wave_train.mp4
123,1,190,335,631,864,410,599,palm,1,wave_train.mp4
124,1,217,345,668,874,442,609,palm,1,wave_train.mp4
125,1,279,354,707,870,493,612,palm,1,wave_train.mp4
126,1,291,354,706,859,498,606,palm,1,wave_train.mp4
127,1,255,347,677,854,466,600,palm,1,wave_train.mp4
128,1,197,336,635,849,416,592,palm,1,wave_train.mp4
129,1,151,322,607,847,379,584,palm,1,wave_train.mp4
130,1,147,321,613,852,380,586,palm,1,wave_train.mp4
131,1,195,326,654,857,424,591,palm,1,wave_train.mp4
132,1,270,345,700,859,485,602,palm,1,wave_train.mp4
133,1,302,355,714,857,508,606,palm,1,wave_train.mp4
134,1,301,356,703,852,502,604,palm,1,wave_train.mp4
135,1,267,345,671,845,469,595,palm,1,wave_train.mp4
136,1,200,334,624,843,412,588,palm,1,wave_train.mp4
137,1,142,317,593,843,367,580,palm,1,wave_train.mp4
138,1,156,326,610,852,383,589,palm,1,wave_train.mp4
139,1,192,328,644,853,418,590,palm,1,wave_train.mp4
140,1,252,341,684,853,468,597,palm,1,wave_train.mp4
141,1,289,353,704,856,496,604,palm,1,wave_train.mp4
142,1,296,354,698,850,497,602,palm,1,wave_train.mp4
143,1,269,349,670,842,469,595,palm,1,wave_train.mp4
144,1,205,335,624,843,414,589,palm,1,wave_train.mp4
145,1,150,322,586,842,368,582,palm,1,wave_train.mp4
146,1,135,320,582,847,358,583,palm,1,wave_train.mp4
147,1,167,326,615,852,391,589,palm,1,wave_train.mp4
148,1,206,337,660,862,433,599,palm,1,wave_train.mp4
149,1,269,347,700,859,484,603,palm,1,wave_train.mp4
150,1,297,354,711,857,504,605,palm,1,wave_train.mp4
151,1,293,347,691,840,492,593,palm,1,wave_train.mp4
152,1,251,335,648,831,449,583,palm,1,wave_train.mp4
153,1,167,324,587,837,377,580,palm,1,wave_train.mp4
154,1,125,311,564,840,344,575,palm,1,wave_train.mp4
155,1,147,324,593,853,370,588,palm,1,wave_train.mp4
156,1,212,332,650,858,431,595,palm,1,wave_train.mp4
157,1,271,345,690,859,480,602,palm,1,wave_train.mp4
158,1,302,352,705,854,503,603,palm,1,wave_train.mp4
159,1,295,347,688,839,491,593,palm,1,wave_train.mp4
160,1,252,336,647,832,449,584,palm,1,wave_train.mp4
161,1,183,327,598,833,390,580,palm,1,wave_train.mp4
162,1,134,310,567,834,350,572,palm,1,wave_train.mp4
163,1,131,310,578,843,354,576,palm,1,wave_train.mp4
164,1,189,322,626,850,407,586,palm,1,wave_train.mp4
165,1,260,346,669,854,464,600,palm,1,wave_train.mp4
166,1,297,353,694,853,495,603,palm,1,wave_train.mp4
167,1,303,347,688,838,495,592,palm,1,wave_train.mp4
168,1,269,336,654,833,461,584,palm,1,wave_train.mp4
169,1,204,330,607,836,405,583,palm,1,wave_train.mp4
170,1,151,313,573,835,362,574,palm,1,wave_train.mp4
171,1,157,313,598,841,377,577,palm,1,wave_train.mp4
172,1,206,320,643,848,424,584,palm,1,wave_train.mp4
173,1,266,331,684,848,475,589,palm,1,wave_train.mp4
174,1,295,341,697,844,496,592,palm,1,wave_train.mp4
175,1,285,334,678,831,481,582,palm,1,wave_train.mp4
176,1,234,329,630,826,432,577,palm,1,wave_train.mp4
177,1,169,319,580,828,374,573,palm,1,wave_train.mp4
178,1,129,306,559,830,344,568,palm,1,wave_train.mp4
179,1,146,307,587,839,366,573,palm,1,wave_train.mp4
180,1,210,322,641,850,425,586,palm,1,wave_train.mp4
181,1,276,334,688,846,482,590,palm,1,wave_train.mp4
182,1,311,349,705,845,508,597,palm,1,wave_train.mp4
183,1,310,350,692,838,501,594,palm,1,wave_train.mp4
184,1,275,334,657,827,466,580,palm,1,wave_train.mp4
185,1,209,323,602,824,405,573,palm,1,wave_train.mp4
186,1,151,309,569,828,360,568,palm,1,wave_train.mp4
187,1,144,311,579,838,361,574,palm,1,wave_train.mp4
188,1,203,329,629,848,416,588,palm,1,wave_train.mp4
189,1,272,339,678,845,475,592,palm,1,wave_train.mp4
190,1,307,349,698,844,502,596,palm,1,wave_train.mp4
191,1,311,353,690,839,500,596,palm,1,wave_train.mp4
192,1,280,337,658,830,469,583,palm,1,wave_train.mp4
193,1,209,326,608,827,408,576,palm,1,wave_train.mp4
194,1,158,311,572,827,365,569,palm,1,wave_train.mp4
195,1,152,310,580,833,366,571,palm,1,wave_train.mp4
196,1,187,313,618,841,402,577,palm,1,wave_train.mp4
197,1,265,335,676,852,470,593,palm,1,wave_train.mp4
198,1,334,345,723,847,528,596,palm,1,wave_train.mp4
199,1,353,351,727,840,540,595,palm,1,wave_train.mp4
200,1,320,349,688,832,504,590,palm,1,wave_train.mp4
201,1,268,330,639,825,453,577,palm,1,wave_train.mp4
202,1,198,328,587,829,392,578,palm,1,wave_train.mp4
203,1,158,310,567,827,362,568,palm,1,wave_train.mp4
204,1,186,318,605,840,395,579,palm,1,wave_train.mp4
205,1,238,326,657,846,447,586,palm,1,wave_train.mp4
206,1,299,341,699,845,499,593,palm,1,wave_train.mp4
207,1,319,346,706,839,512,592,palm,1,wave_train.mp4
208,1,312,330,686,822,499,576,palm,1,wave_train.mp4
209,1,252,331,631,822,441,576,palm,1,wave_train.mp4
210,1,196,331,590,826,393,578,palm,1,wave_train.mp4
211,1,174,325,591,831,382,578,palm,1,wave_train.mp4
212,1,214,321,631,833,422,577,palm,1,wave_train.mp4
213,1,284,332,681,839,482,585,palm,1,wave_train.mp4
214,1,340,341,718,837,529,589,palm,1,wave_train.mp4
215,1,351,343,723,832,537,587,palm,1,wave_train.mp4
216,1,316,338,684,830,500,584,palm,1,wave_train.mp4
217,1,264,327,639,824,451,575,palm,1,wave_train.mp4
218,1,200,334,589,831,394,582,palm,1,wave_train.mp4
219,1,168,311,574,825,371,568,palm,1,wave_train.mp4
220,1,187,303,607,831,397,567,palm,1,wave_train.mp4
221,1,256,324,662,845,459,584,palm,1,wave_train.mp4
222,1,325,336,713,842,519,589,palm,1,wave_train.mp4
223,1,350,343,724,838,537,590,palm,1,wave_train.mp4
224,1,317,335,687,830,502,582,palm,1,wave_train.mp4
225,1,262,319,636,824,449,571,palm,1,wave_train.mp4
226,1,194,314,581,825,387,569,palm,1,wave_train.mp4
227,1,161,317,563,834,362,575,palm,1,wave_train.mp4
228,1,194,304,603,833,398,568,palm,1,wave_train.mp4
229,1,250,313,657,841,453,577,palm,1,wave_train.mp4
230,1,324,329,715,842,519,585,palm,1,wave_train.mp4
231,1,353,341,733,842,543,591,palm,1,wave_train.mp4
232,1,337,343,712,834,524,588,palm,1,wave_train.mp4
233,1,284,332,663,828,473,580,palm,1,wave_train.mp4
234,1,213,318,611,829,412,573,palm,1,wave_train.mp4
235,1,167,304,580,826,373,565,palm,1,wave_train.mp4
236,1,191,299,607,831,399,565,palm,1,wave_train.mp4
237,1,252,326,655,844,453,585,palm,1,wave_train.mp4
238,1,327,336,711,838,519,587,palm,1,wave_train.mp4
239,1,355,344,729,833,542,588,palm,1,wave_train.mp4
240,1,339,343,707,823,523,583,palm,1,wave_train.mp4
431,3,1161,418,1392,627,1276,522,palm,1,wave_train.mp4
432,3,1128,382,1387,626,1257,504,palm,1,wave_train.mp4
454,3,1122,339,1430,638,1276,488,palm,1,wave_train.mp4
455,3,1143,311,1447,614,1295,462,palm,1,wave_train.mp4
456,3,1163,296,1471,605,1317,450,palm,1,wave_train.mp4
457,3,1159,293,1471,609,1315,451,palm,1,wave_train.mp4
458,3,1137,300,1447,624,1292,462,palm,1,wave_train.mp4
459,3,1124,311,1428,635,1276,473,palm,1,wave_train.mp4
460,3,1135,300,1438,624,1286,462,palm,1,wave_train.mp4
461,3,1168,286,1475,610,1321,448,palm,1,wave_train.mp4
462,3,1191,279,1501,605,1346,442,palm,1,wave_train.mp4
463,3,1183,282,1496,609,1339,445,palm,1,wave_train.mp4
464,3,1154,294,1468,622,1311,458,palm,1,wave_train.mp4
465,3,1163,290,1474,615,1318,452,palm,1,wave_train.mp4
466,3,1201,282,1517,604,1359,443,palm,1,wave_train.mp4
467,3,1209,280,1532,604,1370,442,palm,1,wave_train.mp4
468,3,1173,289,1493,612,1333,450,palm,1,wave_train.mp4
469,3,1143,299,1455,619,1299,459,palm,1,wave_train.mp4
470,3,1159,292,1468,609,1313,450,palm,1,wave_train.mp4
471,3,1198,282,1512,599,1355,440,palm,1,wave_train.mp4
472,3,1201,286,1514,601,1357,443,palm,1,wave_train.mp4
473,3,1156,290,1470,611,1313,450,palm,1,wave_train.mp4
474,3,1137,302,1444,620,1290,461,palm,1,wave_train.mp4
475,3,1164,291,1471,609,1317,450,palm,1,wave_train.mp4
476,3,1197,280,1509,601,1353,440,palm,1,wave_train.mp4
477,3,1175,286,1488,607,1331,446,palm,1,wave_train.mp4
478,3,1144,296,1455,616,1299,456,palm,1,wave_train.mp4
479,3,1135,301,1439,616,1287,458,palm,1,wave_train.mp4
480,3,1181,288,1485,600,1333,444,palm,1,wave_train.mp4
481,3,1203,280,1511,594,1357,437,palm,1,wave_train.mp4
482,3,1179,281,1492,600,1335,440,palm,1,wave_train.mp4
483,3,1140,297,1448,615,1294,456,palm,1,wave_train.mp4
484,3,1134,302,1436,613,1285,457,palm,1,wave_train.mp4
485,3,1172,287,1476,598,1324,442,palm,1,wave_train.mp4
486,3,1191,282,1498,595,1344,438,palm,1,wave_train.mp4
487,3,1163,289,1472,601,1317,445,palm,1,wave_train.mp4
488,3,1129,306,1430,613,1279,459,palm,1,wave_train.mp4
489,3,1132,306,1428,607,1280,456,palm,1,wave_train.mp4
490,3,1176,292,1471,592,1323,442,palm,1,wave_train.mp4
491,3,1188,286,1487,589,1337,437,palm,1,wave_train.mp4
492,3,1150,294,1450,601,1300,447,palm,1,wave_train.mp4
493,3,1119,312,1412,618,1265,465,palm,1,wave_train.mp4
494,3,1172,293,1467,596,1319,444,palm,1,wave_train.mp4
495,3,1193,287,1491,591,1342,439,palm,1,wave_train.mp4
496,3,1147,297,1447,606,1297,451,palm,1,wave_train.mp4
497,3,1122,306,1418,612,1270,459,palm,1,wave_train.mp4
498,3,1134,294,1432,600,1283,447,palm,1,wave_train.mp4
499,3,1183,274,1489,586,1336,430,palm,1,wave_train.mp4
500,3,1172,276,1483,592,1327,434,palm,1,wave_train.mp4
501,3,1121,297,1427,613,1274,455,palm,1,wave_train.mp4
502,3,1098,313,1402,627,1250,470,palm,1,wave_train.mp4
503,3,1119,297,1418,605,1268,451,palm,1,wave_train.mp4
504,3,1158,282,1464,592,1311,437,palm,1,wave_train.mp4
505,3,1141,279,1453,594,1297,436,palm,1,wave_train.mp4
506,3,1110,297,1415,610,1262,453,palm,1,wave_train.mp4
507,3,1115,299,1411,606,1263,452,palm,1,wave_train.mp4
508,3,1141,279,1441,588,1291,433,palm,1,wave_train.mp4
509,3,1162,272,1471,586,1316,429,palm,1,wave_train.mp4
510,3,1137,281,1442,595,1289,438,palm,1,wave_train.mp4
511,3,1103,301,1406,614,1254,457,palm,1,wave_train.mp4
512,3,1104,303,1402,611,1253,457,palm,1,wave_train.mp4
513,3,1138,282,1435,590,1286,436,palm,1,wave_train.mp4
514,3,1168,270,1471,578,1319,424,palm,1,wave_train.mp4
515,3,1141,273,1451,589,1296,431,palm,1,wave_train.mp4
516,3,1108,296,1413,610,1260,453,palm,1,wave_train.mp4
517,3,1116,292,1410,600,1263,446,palm,1,wave_train.mp4
518,3,1146,272,1446,583,1296,427,palm,1,wave_train.mp4
519,3,1142,264,1451,586,1296,425,palm,1,wave_train.mp4
520,3,1110,283,1418,604,1264,443,palm,1,wave_train.mp4
521,3,1084,304,1388,616,1236,460,palm,1,wave_train.mp4
522,3,1091,304,1390,611,1240,457,palm,1,wave_train.mp4
523,3,1123,279,1425,588,1274,433,palm,1,wave_train.mp4
524,3,1139,265,1445,579,1292,422,palm,1,wave_train.mp4
525,3,1119,274,1420,589,1269,431,palm,1,wave_train.mp4
526,3,1098,296,1401,610,1249,453,palm,1,wave_train.mp4
527,3,1104,293,1399,603,1251,448,palm,1,wave_train.mp4
528,3,1131,273,1430,583,1280,428,palm,1,wave_train.mp4
529,3,1138,262,1445,578,1291,420,palm,1,wave_train.mp4
530,3,1107,284,1414,600,1260,442,palm,1,wave_train.mp4
531,3,1085,303,1383,610,1234,456,palm,1,wave_train.mp4
532,3,1106,285,1396,589,1251,437,palm,1,wave_train.mp4
533,3,1133,264,1435,574,1284,419,palm,1,wave_train.mp4
534,3,1127,271,1428,581,1277,426,palm,1,wave_train.mp4
535,3,1105,287,1412,601,1258,444,palm,1,wave_train.mp4
536,3,1089,311,1399,620,1244,465,palm,1,wave_train.mp4
537,3,1102,299,1402,605,1252,452,palm,1,wave_train.mp4
538,3,1124,277,1422,585,1273,431,palm,1,wave_train.mp4
539,3,1115,275,1411,587,1263,431,palm,1,wave_train.mp4
540,3,1088,296,1385,606,1236,451,palm,1,wave_train.mp4
541,3,1087,298,1384,605,1235,451,palm,1,wave_train.mp4
542,3,1112,282,1403,587,1257,434,palm,1,wave_train.mp4
543,3,1122,269,1416,578,1269,423,palm,1,wave_train.mp4
544,3,1102,285,1403,595,1252,440,palm,1,wave_train.mp4
545,3,1082,311,1371,610,1226,460,palm,1,wave_train.mp4
546,3,1083,312,1372,609,1227,460,palm,1,wave_train.mp4
547,3,1104,288,1389,586,1246,437,palm,1,wave_train.mp4
548,3,1112,278,1400,580,1256,429,palm,1,wave_train.mp4
549,3,1095,292,1382,594,1238,443,palm,1,wave_train.mp4
550,3,1088,310,1372,607,1230,458,palm,1,wave_train.mp4
551,3,1108,286,1387,583,1247,434,palm,1,wave_train.mp4
552,3,1126,270,1413,572,1269,421,palm,1,wave_train.mp4
553,3,1111,277,1404,587,1257,432,palm,1,wave_train.mp4
554,3,1087,308,1378,614,1232,461,palm,1,wave_train.mp4
555,3,1082,308,1382,612,1232,460,palm,1,wave_train.mp4
556,3,1105,283,1400,588,1252,435,palm,1,wave_train.mp4
557,3,1116,272,1412,580,1264,426,palm,1,wave_train.mp4
558,3,1097,290,1393,596,1245,443,palm,1,wave_train.mp4
559,3,1085,311,1366,604,1225,457,palm,1,wave_train.mp4
560,3,1106,295,1386,591,1246,443,palm,1,wave_train.mp4
561,3,1136,275,1425,574,1280,424,palm,1,wave_train.mp4
562,3,1130,269,1423,575,1276,422,palm,1,wave_train.mp4
563,3,1096,292,1385,596,1240,444,palm,1,wave_train.mp4
564,3,1091,311,1381,609,1236,460,palm,1,wave_train.mp4
565,3,1106,289,1391,588,1248,438,palm,1,wave_train.mp4
566,3,1134,264,1429,573,1281,418,palm,1,wave_train.mp4
567,3,1119,271,1411,580,1265,425,palm,1,wave_train.mp4
568,3,1085,298,1378,605,1231,451,palm,1,wave_train.mp4
569,3,1080,305,1378,609,1229,457,palm,1,wave_train.mp4
570,3,1111,285,1403,586,1257,435,palm,1,wave_train.mp4
571,3,1135,261,1437,570,1286,415,palm,1,wave_train.mp4
572,3,1118,269,1415,580,1266,424,palm,1,wave_train.mp4
573,3,1086,294,1383,602,1234,448,palm,1,wave_train.mp4
574,3,1080,296,1374,601,1227,448,palm,1,wave_train.mp4
575,3,1110,279,1403,581,1256,430,palm,1,wave_train.mp4
576,3,1127,259,1428,568,1277,413,palm,1,wave_train.mp4
577,3,1107,267,1408,583,1257,425,palm,1,wave_train.mp4
578,3,1077,296,1372,605,1224,450,palm,1,wave_train.mp4
579,3,1077,293,1373,602,1225,447,palm,1,wave_train.mp4
580,3,1105,277,1396,581,1250,429,palm,1,wave_train.mp4
581,3,1118,263,1415,571,1266,417,palm,1,wave_train.mp4
582,3,1098,274,1401,591,1249,432,palm,1,wave_train.mp4
583,3,1076,298,1394,614,1235,456,palm,1,wave_train.mp4
584,3,1078,293,1386,602,1232,447,palm,1,wave_train.mp4
585,3,1107,267,1409,574,1258,420,palm,1,wave_train.mp4
586,3,1119,255,1422,564,1270,409,palm,1,wave_train.mp4
587,3,1097,266,1405,584,1251,425,palm,1,wave_train.mp4
588,3,1076,292,1378,607,1227,449,palm,1,wave_train.mp4
589,3,1076,291,1368,601,1222,446,palm,1,wave_train.mp4
590,3,1097,269,1392,583,1244,426,palm,1,wave_train.mp4
591,3,1097,263,1398,585,1247,424,palm,1,wave_train.mp4
592,3,1074,284,1369,606,1221,445,palm,1,wave_train.mp4
593,3,1070,299,1369,615,1219,457,palm,1,wave_train.mp4
594,3,1086,276,1384,592,1235,434,palm,1,wave_train.mp4
595,3,1116,253,1416,567,1266,410,palm,1,wave_train.mp4
596,3,1113,256,1408,567,1260,411,palm,1,wave_train.mp4
597,3,1087,280,1378,589,1232,434,palm,1,wave_train.mp4
598,3,1077,295,1363,600,1220,447,palm,1,wave_train.mp4
599,3,1099,277,1384,579,1241,428,palm,1,wave_train.mp4
600,3,1130,251,1424,559,1277,405,palm,1,wave_train.mp4
601,3,1116,254,1410,562,1263,408,palm,1,wave_train.mp4
602,3,1079,271,1376,588,1227,429,palm,1,wave_train.mp4
603,3,1065,290,1360,605,1212,447,palm,1,wave_train.mp4
604,3,1083,273,1373,585,1228,429,palm,1,wave_train.mp4
605,3,1117,252,1411,564,1264,408,palm,1,wave_train.mp4
606,3,1108,251,1402,564,1255,407,palm,1,wave_train.mp4
607,3,1078,279,1365,591,1221,435,palm,1,wave_train.mp4
608,3,1072,286,1361,598,1216,442,palm,1,wave_train.mp4
609,3,1098,264,1389,576,1243,420,palm,1,wave_train.mp4
610,3,1126,247,1424,562,1275,404,palm,1,wave_train.mp4
611,3,1107,259,1404,574,1255,416,palm,1,wave_train.mp4
612,3,1079,286,1367,599,1223,442,palm,1,wave_train.mp4
613,3,1075,289,1364,600,1219,444,palm,1,wave_train.mp4
614,3,1101,266,1390,575,1245,420,palm,1,wave_train.mp4
615,3,1119,253,1415,563,1267,408,palm,1,wave_train.mp4
616,3,1097,264,1398,580,1247,422,palm,1,wave_train.mp4
617,3,1079,285,1383,603,1231,444,palm,1,wave_train.mp4
618,3,1076,278,1371,592,1223,435,palm,1,wave_train.mp4
619,3,1105,262,1397,570,1251,416,palm,1,wave_train.mp4
620,3,1107,255,1402,563,1254,409,palm,1,wave_train.mp4
621,3,1077,272,1371,586,1224,429,palm,1,wave_train.mp4
622,3,1044,305,1333,611,1188,458,palm,1,wave_train.mp4
623,3,1056,295,1344,602,1200,448,palm,1,wave_train.mp4
624,3,1088,262,1382,571,1235,416,palm,1,wave_train.mp4
625,3,1094,252,1388,563,1241,407,palm,1,wave_train.mp4
626,3,1064,272,1362,588,1213,430,palm,1,wave_train.mp4
632,3,1045,290,1338,597,1191,443,palm,1,wave_train.mp4
633,3,1078,260,1372,565,1225,412,palm,1,wave_train.mp4
634,3,1085,254,1382,560,1233,407,palm,1,wave_train.mp4
635,3,1042,278,1342,588,1192,433,palm,1,wave_train.mp4
636,3,1036,302,1326,603,1181,452,palm,1,wave_train.mp4
637,3,1069,276,1354,575,1211,425,palm,1,wave_train.mp4
638,3,1082,259,1374,561,1228,410,palm,1,wave_train.mp4
639,3,1048,272,1347,580,1197,426,palm,1,wave_train.mp4
640,3,1036,299,1334,606,1185,452,palm,1,wave_train.mp4
641,3,1051,281,1350,591,1200,436,palm,1,wave_train.mp4
642,3,1081,251,1381,562,1231,406,palm,1,wave_train.mp4
643,3,1085,246,1386,558,1235,402,palm,1,wave_train.mp4
644,3,1053,271,1351,583,1202,427,palm,1,wave_train.mp4
645,3,1038,286,1335,597,1186,441,palm,1,wave_train.mp4
646,3,1073,265,1368,571,1220,418,palm,1,wave_train.mp4
647,3,1089,239,1391,552,1240,395,palm,1,wave_train.mp4
648,3,1071,249,1373,564,1222,406,palm,1,wave_train.mp4
649,3,1038,281,1335,593,1186,437,palm,1,wave_train.mp4
650,3,1045,283,1343,594,1194,438,palm,1,wave_train.mp4
651,3,1078,256,1371,565,1224,410,palm,1,wave_train.mp4
652,3,1093,236,1390,552,1241,394,palm,1,wave_train.mp4
653,3,1072,255,1374,578,1223,416,palm,1,wave_train.mp4
654,3,1051,278,1349,595,1200,436,palm,1,wave_train.mp4
655,3,1068,262,1367,577,1217,419,palm,1,wave_train.mp4
656,3,1088,238,1388,554,1238,396,palm,1,wave_train.mp4
657,3,1092,247,1390,561,1241,404,palm,1,wave_train.mp4
658,3,1044,277,1346,592,1195,434,palm,1,wave_train.mp4
659,3,1040,297,1328,602,1184,449,palm,1,wave_train.mp4
660,3,1070,269,1358,573,1214,421,palm,1,wave_train.mp4
661,3,1090,235,1385,546,1237,390,palm,1,wave_train.mp4
662,3,1087,240,1378,553,1232,396,palm,1,wave_train.mp4
663,3,1044,274,1330,581,1187,427,palm,1,wave_train.mp4
729,5,323,57,582,354,452,205,palm,1,wave_train.mp4
731,5,192,5,464,323,328,164,palm,1,wave_train.mp4
732,5,192,-2,472,323,332,160,palm,1,wave_train.mp4
733,5,247,-3,526,326,386,161,palm,1,wave_train.mp4
734,5,262,-3,536,324,399,160,palm,1,wave_train.mp4
735,5,212,-7,495,317,353,155,palm,1,wave_train.mp4
736,5,173,-7,464,316,318,154,palm,1,wave_train.mp4
737,5,199,-3,491,322,345,159,palm,1,wave_train.mp4
738,5,238,0,531,329,384,164,palm,1,wave_train.mp4
739,5,226,-1,522,327,374,163,palm,1,wave_train.mp4
740,5,173,-5,469,318,321,156,palm,1,wave_train.mp4
741,5,158,-3,456,317,307,157,palm,1,wave_train.mp4
742,5,201,3,497,330,349,166,palm,1,wave_train.mp4
743,5,250,7,542,330,396,168,palm,1,wave_train.mp4
744,5,226,3,515,327,370,165,palm,1,wave_train.mp4
745,5,169,-1,461,320,315,159,palm,1,wave_train.mp4
746,5,155,0,447,321,301,160,palm,1,wave_train.mp4
747,5,199,1,489,324,344,162,palm,1,wave_train.mp4
748,5,241,10,528,331,384,170,palm,1,wave_train.mp4
749,5,239,3,525,324,382,163,palm,1,wave_train.mp4
751,5,131,-3,419,311,275,154,palm,1,wave_train.mp4
752,5,150,10,442,317,296,163,palm,1,wave_train.mp4
753,5,204,7,493,318,348,162,palm,1,wave_train.mp4
756,5,134,0,434,311,284,155,palm,1,wave_train.mp4
757,5,196,8,492,318,344,163,palm,1,wave_train.mp4
758,5,252,9,534,321,393,165,palm,1,wave_train.mp4
759,5,230,2,503,309,366,155,palm,1,wave_train.mp4
760,5,162,-1,424,296,293,147,palm,1,wave_train.mp4
761,5,136,-3,406,291,271,144,palm,1,wave_train.mp4
762,5,192,1,455,296,323,148,palm,1,wave_train.mp4
763,5,234,5,486,299,360,152,palm,1,wave_train.mp4
